b,Etr_init_K,Er1_init_K,Er2_init_K,Ekin1_final_K,Ekin2_final_K,Er1_final_K,Er2_final_K
1.1369316044104536,5082.088923997784,1261.714742492535,776.75025087889,2543.7511530203515,2543.7511530203515,1262.7212122213314,770.2600576163936
1.271150605405849,892.7490402631672,2291.323856929842,765.2070772182651,444.55365749102486,444.55365749102486,2295.5943687756585,764.5126535701725
1.4217412305890242,5740.602204146571,169.65410318042606,254.61598547676488,2868.41588050542,2868.41588050542,173.91099553015817,254.0705984532471
0.8163438379439278,1503.9912998421592,1109.8654996442378,1811.7601157885833,1217.7013673923482,1217.7013673923482,306.1105493480693,1684.0207525603796
0.1547490513460737,1492.6837294508637,1188.1747278320431,464.9168124072308,700.516259454602,700.516259454602,14.589167145753583,1730.0608923440645
1.1126804838910942,3775.1199998492416,2385.58069669709,2827.350851331151,1891.3288046895636,1891.3288046895636,2442.369297509104,2762.9526987095346
1.2329310634795903,4780.7064941938115,1455.1038837928359,784.8644488339738,2389.098906587165,2389.098906587165,1448.558855055189,793.8486378253971
0.22627376088675288,2010.613312515658,1952.8034191195613,217.30886000262828,774.3678724788364,774.3678724788364,2039.7257105730707,592.1680913323511
1.4434425537515743,1437.564570348188,378.9926959525787,2114.4507686148236,718.7321680027724,718.7321680027724,379.0635216803059,2114.4235525612953
0.5599678970925631,2831.7434111086263,415.6182375433657,2599.6855499590242,1054.688964616045,1054.688964616045,6.204675856676456,3731.365566770455
0.643333582012672,3471.2753086704897,1734.2739034034112,618.2946964185052,2643.637539464709,2643.637539464709,293.15518866131436,243.31253337768945
0.8396585791207439,2769.03936570793,2772.631752071188,1396.95021029932,1671.2591955977937,1671.2591955977937,2580.3692540291827,1015.6554689250311
0.986208753985883,2899.9670042624334,1999.231413374514,427.80105877610333,1410.6396458644374,1410.6396458644374,2004.3786987750532,501.2633948987869
1.0278869894468055,1628.150101121294,2052.2457540483324,2548.0084841697903,815.5530652339393,815.5530652339393,2092.750914877819,2504.471259822871
1.0538782859802833,730.2883724397685,1956.1260609428261,2821.0571686983535,362.2942185631097,362.2942185631097,1967.640815428667,2815.1665143275973
0.017482040688211686,5794.928635157526,2207.9748593906265,474.0381742942444,2696.671643651266,2696.671643651266,379.2484231049589,2704.2807388992655
0.720720998401941,2232.984371993043,1250.8578798169945,1340.2777613517696,1532.2172602191142,1532.2172602191142,624.7611272636827,1134.8407268093472
